id,idiom_src,meaning_src,idiom_tgt,meaning_tgt,confidence,verified,lang_pair,mSBERT_score,LaBSE_score
159,অন্ধপঙ্গুন্যায়,একজনের সম্পূর্ণ শক্তি না থাকলে অন্যের সাহায্য নিয়ে কাজ যে সম্পন্ন করা যায় সেইরকম,"Two heads are better than one', 'United we stand, divided we fall",,HIGH,False,bn-en,,
160,অন্ধপরম্পরান্যায়,বিষয়বিশেষে অজ্ঞব্যক্তিদের কথায় বিশ্বাসযোগ্যতা যেমন থাকে না সেইরকম,"Blind leading the blind', 'In the land of the blind, the one-eyed man is king (in reverse context)",,HIGH,False,bn-en,,
161,অন্ধ পরম্পরা অন্যায়,অনেক অজ্ঞব্যক্তি একসাথে মিলিত হয়ে কাজ করলেও ইষ্টসাধন যে হয় না সেইরকম,The blind leading the blind,,HIGH,False,bn-en,0.5544160604476929,0.40626639127731323
162,অন্ধবিশ্বাস,নির্বিচার যুক্তিহীন আস্থা; যুক্তি দিয়ে বিচার না ক’রে কোনকিছু মনে নেওয়া; যুক্তিহীন গভীর বিশ্বাস,"Blind faith', 'Leap of faith",,HIGH,False,bn-en,,
163,অন্ধভক্তি,যুক্তিবর্জিত প্রশ্নহীন আনুগত্য,"Blind faith', 'Unquestioning devotion', 'Drinking the Kool-Aid",,HIGH,False,bn-en,,
164,অন্ধ হওয়া,কারো দোষ না দেখা বা পক্ষপাতদুষ্ট হওয়া,"Turn a blind eye', ""Blind to one's faults",,HIGH,False,bn-en,,
165,অন্ধহস্তীন্যায়,হাতীর স্বরূপ কি জানতে গিয়ে কয়েকজন অন্ধের যেমন ধারণা হয়েছিল তেমন; অনভিজ্ঞ ব্যক্তি কোন বস্তুর একদেশ দর্শন করে চরম সিদ্ধান্তে উপনীত হলে তাদের অন্ধহস্তীন্যায়ের অন্ধের সাথে তুলনা করা হয়,"The blind men and the elephant', ""Can't see the forest for the trees",,HIGH,False,bn-en,,
166,অন্ধিসন্ধি,কলাকৌশল,"ins and outs', 'nooks and crannies",,HIGH,False,bn-en,,
167,অন্ধের দেশে কানা রাজা,মূর্খের দলের অজ্ঞান নেতা,"In the land of the blind, the one-eyed man is king",,HIGH,False,bn-en,0.5263314247131348,0.6902424097061157
168,অন্ধের যষ্টি,অসহায়ের সহায়; অক্ষমের অপরিহার্য অবলম্বন,"crutch to lean on', 'lifesaver in distress",,HIGH,False,bn-en,,
169,অন্ধের হস্তীদর্শন,অসম্পূর্ণ বিচার বা সিদ্ধান্ত,"The blind men and the elephant', 'Partial view of the whole",,HIGH,False,bn-en,,
170,অন্ন ওঠা,আয়ু/পরমায়ু শেষ হওয়া,"one's time is up"", 'the end is near",,HIGH,False,bn-en,,
171,অন্নগত প্রাণ,ব্যঙ্গার্থে আহার্য ছাড়া বাঁচে না এমন; অন্নের অভাবে প্রাণ যায় যায় অবস্থা,"Living hand to mouth', ""On one's last legs from hunger",,HIGH,False,bn-en,,
172,অন্নচিন্তা চমৎকারা,আহার জোটনোর চিন্তা অতি কঠিন ব্যাপার,"It's hard to make ends meet"", 'Putting food on the table is no easy feat",,HIGH,False,bn-en,,
173,অন্নজল,পরলোকগত আত্মার তৃপ্তিসাধনে হিন্দুদের আচরিত অনুষ্টান; শ্রাদ্ধে প্রেতের উদ্দেশ্যে প্রদত্ত ভোজ্যদ্রব্য,"funeral offerings', 'ancestral rites",,HIGH,False,bn-en,,
174,অন্নজল ওঠা,চাকরি হারানো; জীবিকা অর্জনের উপায় শেষ,"Get the sack', 'Out of work', 'Hit the unemployment line",,HIGH,False,bn-en,,
175,অন্নজলের নাড়ী কোটা,শিশুর ভাতজল খাওয়ার বয়স হওয়া,"Starting to cut teeth', 'Weaning age",,HIGH,False,bn-en,,
176,অন্নজলের বরাত ওঠা,আয়ু শেষ হওয়া,"Kick the bucket', ""Breathe one's last"", ""Meet one's maker",,HIGH,False,bn-en,,
177,অন্নদাস,ব্যঙ্গে-পেটের জন্য পরের আজ্ঞাবহ; ভাতুড়িয়া,"lapdog', 'yes-man', 'freeloader",,HIGH,False,bn-en,,
178,অন্নধ্বংস করা,ব্যঙ্গে অলসভাবে জীবন কাটানো; বসে বসে খাওয়া,"To be a couch potato', ""To live off one's parents"", 'To sponge off someone",,HIGH,False,bn-en,,
179,অন্নপ্রাশনের ভাত ওঠা,বমির উদ্রেক হওয়া,"To throw up', ""To lose one's lunch",,HIGH,False,bn-en,,
180,অন্নবল,অর্থবল,"Financial muscle', 'Breadwinner strength",,HIGH,False,bn-en,,
181,অন্নবস্ত্র,খাওয়া-পোশার ব্যবস্থা,"bread and butter', 'daily bread",,HIGH,False,bn-en,,
182,অন্নময় কোষ,স্থূল হৃষ্টিপুষ্ট শরীর,"hale and hearty', 'well-fed and robust",,HIGH,False,bn-en,,
183,অন্ন মারা,জীবিকার পথ বন্ধ কর,"Kill the goose that lays the golden eggs', ""Cut off one's nose to spite one's face",,HIGH,False,bn-en,,
184,অন্নসঙ্কট,খাদ্যাভাব,"famine', 'food scarcity",,HIGH,False,bn-en,,
185,অন্নসংস্থান,জীবিকার অর্জনের উপায়/ব্যবস্থা,"Bread and butter', 'Source of income",,HIGH,False,bn-en,,
186,অন্যপুষ্ট,অন্যদ্বারা প্রতিপালিত,"Living off the fat of the land', 'Parasite",,HIGH,False,bn-en,,
187,অন্যপূর্বা,আগে কারও বাগদত্তা ছিল বা পূর্বে বিবাহিতা এমন নারী,Second-hand spouse,One who was previously married or betrothed to another,MEDIUM,False,bn-en,0.38411080837249756,0.28284740447998047
188,অপত্যস্নেহ,"সন্তানের প্রতি পিতামাতার স্নেহ, ভালোবাসা","Parental love', 'Motherly affection",,HIGH,False,bn-en,,
189,অপদার্থ,অকর্মণ্য; অযোগ্য; মনুষ্যত্বহীন,"good-for-nothing', 'worthless person', 'loser",,HIGH,False,bn-en,,
190,অপরূপ,ব্যঙ্গাত্মকভাবে কদাকার; কিম্ভূত; কুরূপ; বেয়াড়া,"ugly as sin', 'a sight for sore eyes (sarcastically)",,HIGH,False,bn-en,,
191,অপাঙ্ক্তেয়,গুরুত্বহীন; পাতে পড়ে না; মর্যাদাহীন,"Not worth a mention', 'Penny ante', 'Small potatoes",,HIGH,False,bn-en,,
192,অপগণ্ড,নাবালক; ৫ থেকে ১০ বছর পর্যন্ত বয়স্ক বালক,"youngster', 'schoolboy",,HIGH,False,bn-en,,
193,অপোগণ্ড,অকর্মণ্য; কোন কাজের নয়,"good for nothing', 'useless', 'deadbeat",,HIGH,False,bn-en,,
194,অবতার,ব্যঙ্গে- অদ্ভুত/কিম্ভূত মূর্তি,"a real character', 'an oddball', 'a sight to behold (sarcastically)",,HIGH,False,bn-en,,
195,অবরে-সবরে,অসময়ে প্রয়োজন হলে; মাঝেমধ্যে; সময়ে-অসময়ে,"now and then', 'every now and then', 'at odd times",,HIGH,False,bn-en,,
196,অবলা-অখলা,খলতাশূন্য সরলপ্রকৃতির নারী,"Innocent as a lamb', 'Pure-hearted damsel",,HIGH,False,bn-en,,
197,অবশ্য অবশ্য,নিশ্চয়ই; বলা বাহুল্য,"Of course', 'It goes without saying', 'Needless to say",,HIGH,False,bn-en,,
198,অবস্থা বুঝে ব্যবস্থা,পরিস্থিতি বিবেচনায় কার্যক্রম,"Play it by ear', 'Read the room', 'Adapt to circumstances",,HIGH,False,bn-en,,
199,অবস্থার দাস,পরিস্থিতির শিকার,"Slave to circumstances', 'At the mercy of fate",,HIGH,False,bn-en,,
200,অবাকজলপান,তেল লবণ লঙ্কা সহযোগে নানা ভাজাভুজি মিশিয়ে প্রস্তুত মুখরোচক খাদ্য,"street food surprise', 'spicy mix delight",,HIGH,False,bn-en,,
201,অব্রাহ্মণের দীর্ঘফোঁটা,মেকি ব্রাহ্মণের ভড়ং বেশি,"All hat and no cattle', 'Putting on airs",,HIGH,False,bn-en,,
202,অভদ্রাকাল,আকাল; দুঃসময়; দুঃর্ভিক্ষের সময়,"hard times', 'famine days",,HIGH,False,bn-en,,
203,অভাবে স্বভাব নষ্ট,অনটনের চাপে সৎপথে থাকা যায় না,"Desperate times call for desperate measures', 'Poverty corrupts the soul",,HIGH,False,bn-en,,
204,অভেদাত্মা হরিহর,অভিন্নহৃদয় বন্ধু,"two peas in a pod', 'birds of a feather flock together', 'kindred spirits",,HIGH,False,bn-en,,
205,অমনি অমনি,বিনাকারণ; শুধু শুধু,"out of the blue', 'for no good reason', 'without rhyme or reason",,HIGH,False,bn-en,,
206,অমনি একরকম,মোটামুটি ভালো; ভালোও নয় আবার মন্দও নয় এমন অবস্থা,"so-so', 'average', 'neither here nor there",,HIGH,False,bn-en,,
207,অমরকণ্টক কণ্ঠ হয়ে অমরনাথ যাত্রা,ঘুরপথে বা বাঁকা পথে কাজ করা,"Beat around the bush', 'Take the scenic route', 'Go the long way around",,HIGH,False,bn-en,,
208,অমাবস্যার অন্ধকার,নিবিড় হতাশাজনক অবস্থা,"The darkest hour', 'Pitch-black despair",,HIGH,False,bn-en,,
209,অমাবস্যার চাঁদ,অদর্শনীয় বা দুর্লভ বস্তু; যার দেখা পাওয়া যায় না,"once in a blue moon', ""hen's teeth",,HIGH,False,bn-en,,
210,অমৃতং বালভাষিতম,শিশুর কথা বড়ই শ্রুতিমধুর; তাদের অসংযত কথাবার্তাও কারও বিরক্তি উৎপাদন করে না,"Out of the mouths of babes', 'Children say the darndest things",,HIGH,False,bn-en,,
