id,idiom_src,meaning_src,idiom_tgt,meaning_tgt,confidence,verified,lang_pair
176,অন্নজলের বরাত ওঠা,আয়ু শেষ হওয়া,अपना उल्लू सीधा करना,To achieve one's own selfish motive; to act in self-interest without regard for others.,HIGH,False,bn-hi
177,অন্নদাস,ব্যঙ্গে-পেটের জন্য পরের আজ্ঞাবহ; ভাতুড়িয়া,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
178,অন্নধ্বংস করা,ব্যঙ্গে অলসভাবে জীবন কাটানো; বসে বসে খাওয়া,अपनी खिचड़ी अलग पकाना,To work in isolation; to do things in your own way without regard for others.,HIGH,False,bn-hi
180,অন্নবল,অর্থবল,जिसकी लाठी उसकी भैंस,Might is right; those with power can do as they please.,HIGH,False,bn-hi
183,অন্ন মারা,জীবিকার পথ বন্ধ কর,नाच दिखाना,To make a spectacle; to show off one's skills.,HIGH,False,bn-hi
185,অন্নসংস্থান,জীবিকার অর্জনের উপায়/ব্যবস্থা,सीधी उँगली से घी न निकलना,Some tasks require force or cunning; you can't get things done by gentle means alone.,HIGH,False,bn-hi
186,অন্যপুষ্ট,অন্যদ্বারা প্রতিপালিত,आँख का तारा,To be the most beloved person; someone cherished above all others (apple of one's eye).,HIGH,False,bn-hi
188,অপত্যস্নেহ,"সন্তানের প্রতি পিতামাতার স্নেহ, ভালোবাসা",अपना उल्लू सीधा करना,To achieve one's own selfish motive; to act in self-interest without regard for others.,HIGH,False,bn-hi
191,অপাঙ্ক্তেয়,গুরুত্বহীন; পাতে পড়ে না; মর্যাদাহীন,अपनी खिचड़ी अलग पकाना,To work in isolation; to do things in your own way without regard for others.,HIGH,False,bn-hi
193,অপোগণ্ড,অকর্মণ্য; কোন কাজের নয়,पाँचों उँगलियाँ घी में होना,To be very prosperous; to enjoy abundant wealth and good fortune.,HIGH,False,bn-hi
195,অবরে-সবরে,অসময়ে প্রয়োজন হলে; মাঝেমধ্যে; সময়ে-অসময়ে,एक अनार सौ बीमार,When something scarce is desired by many people; too many claimants for a limited resource.,HIGH,False,bn-hi
196,অবলা-অখলা,খলতাশূন্য সরলপ্রকৃতির নারী,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
197,অবশ্য অবশ্য,নিশ্চয়ই; বলা বাহুল্য,टका-सा जवाब देना,To refuse flatly; to say no directly and bluntly.,HIGH,False,bn-hi
198,অবস্থা বুঝে ব্যবস্থা,পরিস্থিতি বিবেচনায় কার্যক্রম,आसमान सिर पर उठा लेना,To take on a very difficult task; to attempt the impossible.,HIGH,False,bn-hi
200,অবাকজলপান,তেল লবণ লঙ্কা সহযোগে নানা ভাজাভুজি মিশিয়ে প্রস্তুত মুখরোচক খাদ্য,एक तीर से दो निशाने लगाना,To kill two birds with one stone; to solve two problems with a single action.,HIGH,False,bn-hi
202,অভদ্রাকাল,আকাল; দুঃসময়; দুঃর্ভিক্ষের সময়,आगे कुआँ पीछे खाई,To be in a desperate situation with no escape; between a rock and a hard place.,HIGH,False,bn-hi
203,অভাবে স্বভাব নষ্ট,অনটনের চাপে সৎপথে থাকা যায় না,ऊँगली पर नचाना,To control someone completely; to have someone under one's total influence.,HIGH,False,bn-hi
204,অভেদাত্মা হরিহর,অভিন্নহৃদয় বন্ধু,एक तीर से दो निशाने लगाना,To kill two birds with one stone; to solve two problems with a single action.,HIGH,False,bn-hi
205,অমনি অমনি,বিনাকারণ; শুধু শুধু,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
206,অমনি একরকম,মোটামুটি ভালো; ভালোও নয় আবার মন্দও নয় এমন অবস্থা,खट्टे-मीठे दिन देखना,To experience both good and bad times in life.,HIGH,False,bn-hi
208,অমাবস্যার অন্ধকার,নিবিড় হতাশাজনক অবস্থা,छाती पीटना,To wail or lament loudly; to express intense grief.,HIGH,False,bn-hi
209,অমাবস্যার চাঁদ,অদর্শনীয় বা দুর্লভ বস্তু; যার দেখা পাওয়া যায় না,काठ की हाँडी,A false pretence that cannot last; a deceptive situation.,HIGH,False,bn-hi
210,অমৃতং বালভাষিতম,শিশুর কথা বড়ই শ্রুতিমধুর; তাদের অসংযত কথাবার্তাও কারও বিরক্তি উৎপাদন করে না,होश ठिकाने लगाना,To make someone realize the error of their ways; to bring someone back to their senses.,HIGH,False,bn-hi
211,অমৃতং সুভাষিতম,সুবাষিত বচন অমৃতসমান,गड़े मुरदे उखाड़ना,To bring up past issues that are long forgotten.,HIGH,False,bn-hi
213,অমৃতে অরুচি,অতিপ্রিয় খাদ্যের প্রতি অনীহা; অতিপ্রিয় বস্তুর প্রতি বিরাগ,अंग-अंग फूले न समाना,To be overjoyed; extremely delighted.,HIGH,False,bn-hi
